1001	8545.0
1002	8674.0
1003	8651.0
1004	8576.0
1005	8591.0
1006	8564.0
1007	8641.0
1008	8568.0
1009	8563.0
1010	8548.0
1011	8415.0
1012	8436.0
1013	8431.0
1014	8557.0
1015	8610.0
1016	8625.0
1017	8546.0
1018	8499.0
1019	8519.0
1020	8450.0
1021	8400.0
1022	8437.0
1023	8416.0
1024	8463.0
1025	8470.0
1026	8520.0
1027	8429.0
1028	8513.0
1029	8571.0
1030	8529.0
1031	8489.0
1032	8483.0
1033	8527.0
1034	8529.0
1035	8553.0
1036	8592.0
1037	8597.0
1038	8545.0
1039	8522.0
1040	8534.0
1041	8562.0
1042	8535.0
1043	8605.0
1044	8590.0
1045	8584.0
1046	8531.0
1047	8495.0
1048	8507.0
1049	8504.0
1050	8575.0
1051	8599.0
1052	8490.0
1053	8516.0
1054	8558.0
1055	8529.0
1056	8509.0
1057	8457.0
1058	8459.0
1059	8494.0
1060	8525.0
1061	8444.0
1062	8420.0
1063	8511.0
1064	8530.0
1065	8457.0
1066	8456.0
1067	8536.0
1068	8575.0
1069	8505.0
1070	8514.0
1071	8548.0
1072	8631.0
1073	8572.0
1074	8481.0
1075	8433.0
1076	8434.0
1077	8499.0
1078	8517.0
1079	8513.0
1080	8542.0
1081	8552.0
1082	8518.0
1083	8469.0
1084	8575.0
1085	8452.0
1086	8516.0
1087	8493.0
1088	8506.0
1089	8447.0
1090	8498.0
1091	8487.0
1092	8451.0
1093	8478.0
1094	8514.0
1095	8487.0
1096	8485.0
1097	8426.0
1098	8360.0
1099	8392.0
1100	8450.0
1101	8505.0
1102	8564.0
1103	8438.0
1104	8437.0
1105	8492.0
1106	8502.0
1107	8470.0
1108	8483.0
1109	8447.0
1110	8448.0
1111	8459.0
1112	8450.0
1113	8464.0
1114	8494.0
1115	8492.0
1116	8576.0
1117	8604.0
1118	8681.0
1119	8605.0
1120	8524.0
1121	8536.0
1122	8459.0
1123	8434.0
1124	8555.0
1125	8541.0
1126	8583.0
1127	8588.0
1128	8485.0
1129	8464.0
1130	8474.0
1131	8474.0
1132	8444.0
1133	8540.0
1134	8527.0
1135	8533.0
1136	8580.0
1137	8561.0
1138	8568.0
1139	8603.0
1140	8478.0
1141	8458.0
1142	8500.0
1143	8418.0
1144	8455.0
1145	8461.0
1146	8448.0
1147	8441.0
1148	8530.0
1149	8554.0
1150	8550.0
1151	8618.0
1152	8603.0
1153	8530.0
1154	8522.0
1155	8593.0
1156	8471.0
1157	8522.0
1158	8511.0
1159	8547.0
1160	8504.0
1161	8515.0
1162	8514.0
1163	8453.0
1164	8528.0
1165	8517.0
1166	8547.0
1167	8565.0
1168	8523.0
1169	8479.0
1170	8427.0
1171	8457.0
1172	8523.0
1173	8494.0
1174	8507.0
1175	8500.0
1176	8494.0
1177	8500.0
1178	8412.0
1179	8350.0
1180	8439.0
1181	8443.0
1182	8441.0
1183	8544.0
1184	8486.0
1185	8551.0
1186	8526.0
1187	8487.0
1188	8439.0
1189	8540.0
1190	8445.0
1191	8460.0
1192	8533.0
1193	8499.0
1194	8468.0
1195	8436.0
1196	8400.0
1197	8381.0
1198	8398.0
1199	8355.0
1200	8367.0
1201	8381.0
1202	8407.0
1203	8484.0
1204	8539.0
1205	8541.0
1206	8501.0
1207	8562.0
1208	8591.0
1209	8569.0
1210	8469.0
1211	8412.0
1212	8492.0
1213	8444.0
1214	8403.0
1215	8434.0
1216	8512.0
1217	8527.0
1218	8443.0
1219	8484.0
1220	8502.0
1221	8390.0
1222	8456.0
1223	8529.0
1224	8503.0
1225	8492.0
1226	8397.0
1227	8376.0
1228	8449.0
1229	8449.0
1230	8508.0
1231	8548.0
1232	8503.0
1233	8480.0
1234	8492.0
1235	8438.0
1236	8428.0
1237	8472.0
1238	8412.0
1239	8446.0
1240	8460.0
1241	8528.0
1242	8546.0
1243	8483.0
1244	8430.0
1245	8500.0
1246	8502.0
1247	8505.0
1248	8441.0
1249	8505.0
1250	8442.0
1251	8458.0
1252	8437.0
1253	8405.0
1254	8430.0
1255	8378.0
1256	8423.0
1257	8471.0
1258	8492.0
1259	8505.0
1260	8438.0
1261	8493.0
1262	8414.0
1263	8485.0
1264	8448.0
1265	8481.0
1266	8389.0
1267	8405.0
1268	8490.0
1269	8436.0
1270	8608.0
1271	8594.0
1272	8558.0
1273	8524.0
1274	8567.0
1275	8571.0
1276	8600.0
1277	8554.0
1278	8554.0
1279	8604.0
1280	8601.0
1281	8602.0
1282	8460.0
1283	8471.0
1284	8457.0
1285	8495.0
1286	8489.0
1287	8600.0
1288	8566.0
1289	8542.0
1290	8533.0
1291	8533.0
1292	8446.0
1293	8488.0
1294	8476.0
1295	8541.0
1296	8534.0
1297	8509.0
1298	8532.0
1299	8467.0
1300	8530.0
1301	8618.0
1302	8564.0
1303	8460.0
1304	8500.0
1305	8592.0
1306	8601.0
1307	8598.0
1308	8504.0
1309	8546.0
1310	8538.0
1311	8558.0
1312	8626.0
1313	8615.0
1314	8555.0
1315	8597.0
1316	8548.0
1317	8510.0
1318	8557.0
1319	8499.0
1320	8476.0
1321	8473.0
1322	8459.0
1323	8518.0
1324	8517.0
1325	8393.0
1326	8420.0
1327	8466.0
1328	8501.0
1329	8488.0
1330	8441.0
1331	8476.0
1332	8479.0
1333	8425.0
1334	8425.0
1335	8504.0
1336	8543.0
1337	8555.0
1338	8542.0
1339	8548.0
1340	8540.0
1341	8506.0
1342	8540.0
1343	8597.0
1344	8481.0
1345	8476.0
1346	8375.0
1347	8361.0
1348	8332.0
1349	8405.0
1350	8413.0
1351	8506.0
1352	8494.0
1353	8474.0
1354	8453.0
1355	8422.0
1356	8457.0
1357	8518.0
1358	8582.0
1359	8567.0
1360	8543.0
1361	8442.0
1362	8449.0
1363	8536.0
1364	8495.0
1365	8494.0
1366	8455.0
1367	8454.0
1368	8442.0
1369	8422.0
1370	8442.0
1371	8403.0
1372	8513.0
1373	8473.0
1374	8502.0
1375	8511.0
1376	8554.0
1377	8474.0
1378	8515.0
1379	8438.0
1380	8404.0
1381	8463.0
1382	8470.0
1383	8484.0
1384	8559.0
1385	8506.0
1386	8497.0
1387	8541.0
1388	8568.0
1389	8546.0
1390	8630.0
1391	8572.0
1392	8521.0
1393	8534.0
